start,end,score,strand
2169463,2169486,50,+
2198345,2198379,59,+
2208024,2208053,52,+
2233142,2233161,47,-
2234060,2234096,48,-
2242585,2242621,48,-
2262374,2262404,51,-
2281834,2281873,54,+
2290567,2290608,57,+
2301015,2301039,48,+
2309222,2309246,59,+
2318804,2318836,57,+
2323702,2323737,59,-
2329565,2329588,50,+
2376495,2376522,68,-
2410741,2410780,50,+
2421219,2421254,62,+
2432050,2432070,47,+
2445589,2445606,52,+
2451240,2451264,69,+
2496093,2496124,77,+
2500005,2500028,50,+
2500207,2500230,48,+
2506281,2506310,52,+
2513316,2513346,51,+
2535260,2535280,49,+
2540147,2540176,52,+
2543845,2543876,59,+
2544179,2544199,64,+
2554417,2554444,55,+
2554914,2554944,62,+
2563295,2563323,54,+
2566970,2567006,58,+
2592595,2592612,50,-
2597882,2597905,60,+
2601101,2601118,52,+
2614637,2614657,64,-
2621921,2621956,59,+
2622793,2622812,51,-
2635346,2635369,48,-
2639646,2639665,47,-
2681243,2681283,54,+
2698436,2698457,48,+
2740860,2740878,49,+
2749380,2749404,67,+
2760692,2760719,60,+
2780553,2780593,54,+
2785509,2785544,59,+
2819570,2819595,67,+
2836233,2836257,64,+
2840054,2840072,52,-
2846232,2846260,57,+
2853212,2853234,48,+
2873446,2873483,54,+
2874321,2874366,47,-
2883756,2883796,52,+
2907595,2907620,57,+
2908133,2908157,59,+
2913804,2913831,53,+
2916513,2916531,49,+
2926510,2926527,50,-
2963803,2963836,59,+
2968524,2968545,52,+
2975695,2975715,48,+
2992956,2992974,51,+
2999865,2999891,56,+
3007279,3007318,73,-
3011746,3011786,51,-
3019279,3019310,55,-
3040398,3040427,52,-
3043577,3043613,48,+
3046375,3046408,48,-
3051576,3051598,49,+
3071060,3071079,47,-
3075414,3075439,57,-
3080827,3080847,51,-
3088222,3088254,49,-
3090536,3090563,55,+
3098459,3098496,55,-
3110837,3110874,53,-
3114139,3114159,47,-
3114286,3114306,49,-
3122962,3123001,54,-
3138808,3138847,73,-
3143609,3143644,59,+
3149135,3149159,48,-
3153532,3153560,71,-
3167557,3167578,51,-
3197865,3197888,50,-
3213189,3213234,49,-
3246921,3246955,50,-
3247477,3247495,50,-
3290807,3290826,49,-
3294879,3294921,49,-
3302675,3302708,58,-
3309555,3309584,65,-
3326132,3326154,51,-
3327757,3327798,72,-
3328569,3328594,47,-
3352111,3352147,54,+
3356870,3356909,57,+
3364305,3364346,53,-
3367210,3367241,60,-
3377263,3377284,48,-
3378924,3378964,50,-
3383225,3383243,49,-
3386060,3386096,57,-
3393657,3393697,83,-
3405878,3405915,61,-
3414270,3414307,58,-
3415036,3415072,56,-
3492917,3492942,57,-
3504175,3504200,47,-
3506122,3506147,47,-
3511633,3511665,54,+
3512425,3512445,48,-
3515224,3515242,50,-
3520570,3520598,63,-
3535486,3535506,64,+
3540001,3540022,63,-
3547109,3547155,90,-
3577095,3577140,49,-
3596454,3596500,49,+
3601151,3601175,48,+
3605213,3605235,48,-
3620485,3620516,50,+
3630469,3630507,70,-
3641517,3641540,60,-
3651172,3651189,50,-
3651911,3651942,76,-
3665891,3665910,51,-
3674396,3674426,51,-
3679968,3679988,49,-
3687872,3687908,47,-
3688976,3688996,64,-
3690554,3690582,54,-
3698584,3698612,65,-
3702924,3702947,70,-
3706303,3706318,72,-
3711716,3711756,49,-
3715353,3715384,48,+
3716055,3716099,53,-
3756743,3756770,55,+
3757468,3757492,63,-
3763739,3763760,52,-
3776025,3776048,49,-
3794404,3794447,52,-
3814467,3814492,56,-
3831644,3831667,48,-
3837000,3837037,47,-
3844154,3844189,55,-
3852394,3852425,50,-
3860185,3860220,62,-
3882729,3882749,51,-
3918929,3918947,67,-
3933587,3933625,88,+
3939777,3939803,56,-
3940789,3940816,83,-
3949876,3949904,54,+
3974304,3974330,55,-
3974577,3974599,48,-
3989888,3989910,61,-
3991448,3991470,49,+
3996494,3996526,49,-
4002849,4002895,48,-
4008653,4008690,56,-
4009642,4009681,57,-
4019032,4019051,47,-
4028545,4028570,57,+
4036148,4036187,73,+
4037101,4037131,63,-
4039988,4040029,50,-
4042500,4042531,65,-
4045616,4045652,58,-
4046555,4046571,52,-
4050107,4050132,57,+
4061411,4061442,50,-
4083995,4084018,49,-
4091217,4091254,56,-
4114501,4114524,60,+
4118882,4118902,64,+
4139610,4139633,49,-
4142868,4142900,49,-
4217595,4217630,59,-
4218894,4218927,62,-
4228109,4228129,49,-
4248220,4248248,52,-
4248992,4249023,57,-
4252365,4252409,52,-
4253439,4253476,62,-
4261931,4261963,49,-
4277104,4277124,48,-
4293478,4293505,55,-
4298955,4299000,49,-
4305976,4305999,50,+
4306257,4306277,64,-
4309033,4309063,63,+
4309794,4309814,64,-
4318665,4318696,49,-
4321502,4321540,58,+
4323688,4323707,49,-
4328265,4328295,62,-
4329785,4329824,55,-
4331066,4331092,58,-
4334321,4334365,49,-
4344234,4344257,49,-
4365448,4365477,65,+
4371010,4371028,50,+
4383418,4383453,54,-
4387765,4387789,59,+
4392598,4392627,66,-
4403196,4403218,51,-
4423004,4423029,47,-
4430941,4430962,49,-
4432088,4432131,53,+
4452454,4452489,58,-
4452802,4452831,52,-
4460176,4460202,55,-
4461646,4461664,50,-
4476773,4476794,53,-
4477244,4477270,57,-
4491670,4491699,63,-
4505954,4505978,48,+
4508588,4508622,58,+
4514150,4514172,61,-
4519489,4519507,49,-
4535100,4535132,54,-
4541910,4541948,58,-
4546719,4546756,55,+
4555922,4555948,56,-
4560601,4560621,47,+
4567812,4567851,53,-
4580451,4580477,61,-
4583085,4583123,57,+
4585161,4585192,50,-
4590780,4590816,59,-
4602874,4602911,58,-
4625346,4625385,55,-
4631596,4631615,49,-
4632310,4632348,55,-
4635529,4635558,61,-
4644042,4644074,56,+
4666687,4666713,56,+
4670350,4670396,48,-
4670798,4670825,55,-
4673993,4674010,50,-
4678823,4678845,48,+
4683947,4683968,49,-
4690180,4690222,57,-
4711189,4711219,52,-
4711809,4711848,52,-
4713349,4713370,64,-
4716049,4716071,61,-
4719228,4719247,52,-
4720238,4720269,66,+
4748589,4748631,48,-
4755582,4755614,66,-
4761964,4761984,49,-
4762389,4762416,53,-
4788976,4788999,50,-
4792586,4792606,51,-
4800499,4800525,66,-
4804570,4804593,48,-
4841720,4841751,52,-
4854647,4854679,49,-
4865018,4865057,54,-
4872890,4872916,56,-
4877141,4877161,47,+
4878587,4878617,62,-
4882382,4882425,48,-
4884104,4884136,59,-
4891751,4891795,50,-
4905362,4905391,52,-
4940107,4940156,48,-
4979716,4979741,47,-
4981471,4981505,51,-
4989323,4989366,50,-
5014359,5014389,51,-
5025627,5025648,90,-
5025703,5025722,47,+
5027030,5027049,49,-
5046434,5046466,51,-
5047747,5047780,55,-
5058999,5059034,59,-
5060186,5060215,52,-
5060309,5060329,48,-
5066960,5066986,56,+
5067197,5067230,48,-
5091002,5091035,48,+
5091038,5091069,50,-
5105304,5105344,58,-
5106153,5106195,53,-
5121834,5121857,49,-
5151092,5151115,60,-
5151847,5151870,48,-
5156607,5156652,50,-
5175778,5175796,67,-
5182808,5182838,66,-
5203192,5203217,47,+
5216105,5216128,63,-
5231399,5231418,49,-
5243965,5243987,61,-
5272014,5272045,60,-
5288581,5288617,48,+
5289108,5289144,59,-
5292596,5292626,60,+
5315162,5315200,69,-
5334382,5334415,47,-
5340708,5340750,57,+
5348290,5348331,67,-
5355951,5355990,55,+
5371187,5371226,57,-
5373195,5373243,121,-
5379481,5379501,47,-
5381343,5381380,56,-
5419490,5419526,62,-
5423913,5423934,90,-
5427372,5427405,65,-
5451714,5451736,62,-
5454114,5454134,64,-
5455185,5455202,69,-
5464237,5464274,54,-
5473131,5473164,59,-
5494486,5494523,58,+
5501702,5501728,56,+
5527903,5527922,47,+
5540734,5540763,52,-
5596247,5596268,48,-
5597670,5597708,58,+
5598693,5598717,59,+
5631532,5631553,48,+
5658266,5658288,51,-
5676954,5676976,70,-
5677064,5677084,48,+
5688845,5688865,64,-
5692547,5692576,52,+
5693021,5693048,55,-
5693379,5693408,54,-
5708510,5708535,60,-
5710356,5710383,55,+
5729097,5729119,61,+
5730492,5730528,59,-
5738378,5738420,55,-
5745693,5745725,51,-
5753406,5753439,47,-
5755140,5755173,50,+
5779392,5779417,47,+
5781659,5781676,50,+
5782141,5782160,49,+
5783910,5783944,62,-
5789983,5790013,61,+
5792762,5792781,49,-
5806845,5806882,51,-
5809545,5809571,64,+
5818695,5818724,52,-
5842099,5842128,54,-
5854405,5854427,51,-
5858058,5858092,56,-
5868549,5868579,65,-
5880669,5880685,52,-
5885363,5885396,48,-
5894799,5894819,64,-
5896823,5896860,47,+
5898691,5898728,54,-
5901351,5901374,60,-
5920727,5920761,51,-
5954496,5954526,67,-
5960094,5960137,55,+
5965656,5965685,63,-
5989830,5989857,55,-
6016691,6016718,63,-
6017231,6017265,65,-
6031226,6031245,47,-
6049506,6049539,59,+
6058047,6058081,58,+
6058317,6058337,64,-
6058373,6058395,70,+
6061974,6062005,62,+
6075063,6075088,57,+
6081515,6081533,49,+
6158180,6158214,51,-
6162316,6162360,50,+
