start,end,score,strand
2043554,2043585,55,+
2087455,2087485,63,+
2091006,2091031,57,-
2092718,2092753,78,+
2120176,2120204,63,+
2123593,2123615,51,+
2158200,2158224,48,+
2179847,2179884,58,-
2200023,2200047,48,+
2264210,2264230,48,-
2275565,2275584,49,+
2283337,2283369,52,+
2296585,2296611,56,-
2298765,2298801,54,+
2318380,2318403,70,+
2323356,2323375,49,+
2340191,2340213,49,+
2343215,2343250,54,+
2384648,2384668,47,+
2386764,2386801,55,+
2387049,2387084,59,+
2397105,2397131,56,+
2403335,2403367,59,+
2406671,2406690,47,+
2414011,2414047,57,-
2426045,2426070,57,-
2432997,2433025,54,+
2435345,2435379,47,-
2437330,2437371,50,-
2447257,2447285,54,-
2452961,2453005,49,-
2466387,2466421,48,-
2469953,2469989,58,-
2519165,2519210,65,-
2520862,2520886,59,-
2522494,2522514,64,-
2526127,2526167,54,-
2529542,2529580,55,-
2549749,2549767,49,+
2551078,2551108,54,-
2556250,2556281,63,-
2558689,2558730,57,-
2596972,2596995,89,-
2598953,2598987,59,-
2621618,2621662,52,-
2674437,2674472,62,-
2680637,2680678,69,+
2688740,2688767,57,-
2695671,2695694,60,+
2717464,2717503,53,-
2720229,2720250,51,+
2722031,2722072,53,-
2739453,2739483,51,+
2741122,2741161,59,-
2742704,2742735,50,-
2756861,2756890,52,+
2774556,2774594,52,-
2774713,2774732,47,+
2784958,2784985,70,-
2787210,2787252,69,-
2825200,2825219,49,-
2866004,2866035,63,-
2870139,2870177,53,-
2909147,2909169,48,-
2912886,2912922,55,-
2931695,2931728,63,-
2988937,2988978,57,-
2994385,2994417,63,-
3010665,3010682,52,-
3017272,3017303,51,-
3017942,3017965,60,-
3031429,3031468,50,-
3034097,3034129,62,-
3035302,3035320,49,-
3041326,3041346,47,-
3043873,3043905,60,-
3048382,3048415,56,-
3052528,3052546,49,-
3088202,3088220,49,-
3107795,3107819,59,-
3134309,3134333,48,-
3138767,3138797,68,+
3144546,3144566,48,-
3146425,3146444,49,-
3153086,3153121,52,+
3154082,3154114,50,-
3161081,3161114,60,-
3164979,3165012,81,-
3171777,3171798,48,-
3178828,3178859,50,-
3190826,3190847,48,-
3195186,3195217,52,-
3217347,3217366,49,+
3229214,3229231,50,-
3238410,3238430,48,-
3242192,3242211,49,-
3243050,3243086,54,-
3243831,3243872,53,+
3265008,3265046,50,-
3268578,3268597,47,-
3292526,3292550,48,-
3300495,3300526,52,-
3317284,3317318,62,-
3320517,3320535,50,-
3361292,3361321,52,-
3364626,3364651,58,-
3370384,3370402,50,-
3371029,3371051,48,-
3376033,3376059,56,-
3387636,3387677,55,-
3399765,3399798,60,-
3425163,3425181,50,-
3425350,3425370,49,-
3446085,3446115,52,-
3478719,3478765,52,+
3531500,3531516,52,-
3535073,3535095,49,-
3633747,3633779,48,+
3648507,3648527,47,-
3651547,3651574,55,+
3687151,3687174,72,-
3699896,3699939,49,-
3710041,3710069,54,-
3714477,3714494,50,-
3735466,3735499,48,-
3738507,3738525,49,+
3740379,3740399,54,-
3742677,3742709,64,-
3755840,3755866,56,-
3762601,3762617,70,+
3770831,3770853,51,-
3783712,3783739,61,+
3809094,3809115,51,-
3813270,3813292,51,-
3816798,3816818,47,+
3828901,3828927,56,+
3841768,3841788,47,+
3856309,3856325,52,-
3862369,3862389,49,+
3863480,3863497,69,-
3864448,3864467,47,-
3868710,3868742,49,+
3882203,3882222,47,-
3899960,3899992,67,-
3924811,3924859,48,-
3937616,3937647,68,-
3982185,3982219,56,-
3993004,3993021,50,-
4004237,4004272,60,+
4007780,4007798,49,-
4104723,4104745,61,-
4130989,4131012,60,-
4145796,4145825,55,-
4216788,4216816,52,+
4233594,4233611,69,-
4255480,4255513,64,-
4260541,4260561,47,+
4265368,4265396,54,-
4280754,4280780,66,-
4282051,4282083,65,-
4284908,4284938,68,-
4285393,4285409,52,-
4306659,4306702,54,+
4327514,4327531,52,-
4331886,4331918,65,-
4334637,4334674,59,+
4334687,4334718,80,+
4341626,4341649,49,-
4376007,4376042,61,-
4399058,4399078,64,-
4425073,4425089,52,-
4486281,4486318,56,-
4509546,4509572,58,-
4521575,4521606,50,-
4529481,4529507,58,+
4581531,4581577,50,-
4581946,4581985,57,-
4589282,4589305,48,-
4593834,4593866,62,-
4599742,4599775,58,-
4608312,4608354,52,-
4618462,4618503,51,-
4655960,4655987,55,+
4660021,4660059,55,-
4704124,4704146,61,-
4712368,4712390,61,+
4722805,4722827,72,-
4727904,4727926,70,+
4764034,4764057,60,-
4766482,4766508,56,+
4779530,4779560,52,-
4792188,4792205,52,+
4796827,4796848,48,-
4801161,4801189,52,+
4812705,4812725,49,+
4827344,4827389,49,-
4838582,4838602,47,-
4846711,4846753,50,+
4848787,4848807,47,+
4848896,4848912,52,+
4871821,4871853,57,+
4873013,4873052,54,-
4890568,4890600,75,-
