start,end,score,strand
1479604,1479625,48,+
1485516,1485539,50,+
1488677,1488714,59,-
1489578,1489600,61,+
1501728,1501764,55,+
1504293,1504324,52,-
1508079,1508097,49,+
1517317,1517341,48,+
1518269,1518296,55,+
1526327,1526358,62,+
1529020,1529041,52,+
1529523,1529564,47,+
1530932,1530971,54,+
1537765,1537786,51,+
1539887,1539915,54,-
1541818,1541838,82,+
1543273,1543307,59,+
1545206,1545231,47,-
1547610,1547637,68,-
1548381,1548407,66,+
1549100,1549137,54,-
1553396,1553422,61,-
1561292,1561322,62,-
1571199,1571223,58,+
1584217,1584250,58,+
1593593,1593628,50,+
1598295,1598331,59,+
1606042,1606061,47,+
1607510,1607527,50,+
1607566,1607593,55,-
1608215,1608239,69,+
1608410,1608429,49,+
1609556,1609576,49,-
1618234,1618269,55,-
1619913,1619946,48,+
1622550,1622573,48,+
1623401,1623423,48,+
1623645,1623665,47,-
1626738,1626756,49,-
1627146,1627189,52,-
1637673,1637694,62,+
1639750,1639770,64,+
1647679,1647717,59,+
1652950,1652983,60,-
1656785,1656807,61,-
1660164,1660183,47,+
1664723,1664754,55,+
1670268,1670288,52,+
1675025,1675061,61,+
1716700,1716742,50,+
1717767,1717805,59,+
1719912,1719931,47,+
1720050,1720079,61,-
1723863,1723893,80,-
1725871,1725892,48,+
1726769,1726797,63,-
1727101,1727125,48,-
1728355,1728383,54,+
1729736,1729764,66,-
1730661,1730678,52,+
1732224,1732249,71,+
1733297,1733329,51,+
1734078,1734116,55,+
1734944,1734962,52,-
1743533,1743567,64,+
1753231,1753267,58,+
1753481,1753526,53,+
1753645,1753686,70,+
1754078,1754121,53,+
1757624,1757653,62,-
1757753,1757777,61,+
1758406,1758434,82,-
1761037,1761064,53,+
1763723,1763758,59,-
1765101,1765121,49,+
1770433,1770466,67,+
1775615,1775640,58,+
1776333,1776365,58,-
1788291,1788331,58,-
1792031,1792047,52,+
1800368,1800398,68,-
1807844,1807884,49,-
1812178,1812206,80,-
1819796,1819826,55,+
1820432,1820456,59,+
1846193,1846226,68,-
1857155,1857180,47,-
1857561,1857597,58,+
1861193,1861226,64,+
1866790,1866830,57,+
1868762,1868785,71,+
1869964,1869994,51,-
1871034,1871058,48,-
1877673,1877707,58,-
1882930,1882960,80,+
1895808,1895836,54,+
1899880,1899918,59,+
1904597,1904627,65,+
1912185,1912218,47,+
1913382,1913429,47,-
1921497,1921529,76,+
1923965,1923991,58,-
1927000,1927034,51,+
1939068,1939088,64,+
1942380,1942398,49,+
1944957,1944983,56,-
1955431,1955465,48,-
1959442,1959475,48,+
1960545,1960588,47,+
1964760,1964786,66,+
1966317,1966334,50,-
1967066,1967082,52,+
1969805,1969838,75,+
1971340,1971371,76,+
1974033,1974068,58,+
1976536,1976555,49,-
1977192,1977212,48,-
1978078,1978100,48,+
1979114,1979132,49,-
1985164,1985205,52,+
1988846,1988869,48,+
1988993,1989033,58,+
1989443,1989473,52,+
1989559,1989603,54,+
1990905,1990926,49,-
2000857,2000877,47,+
2006422,2006452,64,+
2007884,2007922,54,+
2017405,2017425,47,+
2021713,2021730,52,+
2024344,2024381,51,+
2026323,2026350,66,+
2028291,2028321,49,+
2029763,2029797,72,+
2030087,2030122,75,+
2030929,2030950,52,+
2045823,2045864,54,-
2046437,2046466,68,+
2062090,2062124,48,+
2086434,2086471,59,+
2090425,2090446,81,+
2093750,2093792,50,+
2101237,2101259,49,-
2101760,2101792,56,+
2106758,2106789,50,+
2110816,2110851,58,+
2111343,2111370,53,+
2111883,2111916,52,-
2113563,2113593,51,-
2114528,2114569,50,+
2116769,2116812,50,-
2117768,2117800,50,-
2118507,2118535,68,+
2118642,2118671,54,-
2125115,2125136,48,-
2125578,2125610,62,+
2129569,2129613,49,+
2131137,2131159,48,-
2132835,2132874,61,+
2135379,2135415,59,-
2136753,2136773,49,+
2140725,2140746,49,+
2142156,2142191,48,+
2143020,2143065,50,-
2143522,2143539,50,+
2143887,2143914,68,+
2144368,2144404,65,+
2148237,2148256,47,-
2149336,2149357,48,+
2152489,2152528,55,+
2153197,2153227,54,+
2160625,2160652,55,+
2172696,2172713,52,+
2173320,2173342,49,-
2174700,2174731,50,+
2176215,2176240,47,+
2178945,2178978,56,+
2179666,2179703,57,+
2185505,2185529,59,+
2186228,2186252,48,+
2187116,2187137,49,+
2192170,2192192,61,+
2193664,2193698,67,+
2193995,2194028,63,+
2195621,2195651,60,-
2215075,2215112,57,+
2215461,2215478,50,+
2216066,2216102,58,+
2216576,2216601,56,+
2217610,2217640,66,+
2224059,2224080,49,+
2224289,2224314,57,+
2230507,2230532,84,+
2231133,2231173,55,+
2237439,2237459,64,+
2237550,2237575,75,+
2240937,2240956,47,+
2249535,2249560,57,+
2250570,2250603,48,+
2252196,2252236,71,+
2257293,2257316,50,-
2259193,2259223,52,-
2296130,2296149,49,-
2297183,2297224,53,+
2298574,2298606,59,+
2305425,2305450,57,-
2314710,2314734,60,+
2318292,2318313,48,+
2319909,2319935,56,+
2320278,2320312,74,-
2320622,2320657,47,+
2323062,2323082,47,+
2326528,2326565,55,-
2333498,2333535,54,-
2335938,2335980,54,+
2338280,2338327,48,+
2339445,2339466,53,+
2339967,2339991,48,+
2345581,2345598,50,+
2348853,2348870,50,+
2349948,2349986,74,+
2350464,2350483,49,+
2351116,2351151,58,-
2357794,2357829,62,+
2363033,2363066,58,+
2363139,2363157,51,+
2374836,2374868,68,+
2378066,2378085,47,+
2378603,2378623,49,+
2388170,2388212,55,-
2389964,2389983,49,+
2396319,2396358,49,+
2401699,2401724,57,+
2403874,2403904,49,+
2405671,2405707,58,-
2417763,2417795,59,+
2419223,2419242,49,+
2420578,2420599,63,+
2423079,2423122,50,+
2423201,2423222,52,+
2425854,2425878,48,+
2426979,2427008,52,-
2429741,2429762,48,+
2434716,2434750,47,+
2440912,2440941,63,-
2445780,2445814,60,+
2450074,2450120,50,+
2451056,2451077,72,+
2452007,2452051,63,-
2452726,2452752,66,+
2453149,2453184,64,+
2458011,2458038,55,+
2459654,2459676,51,+
2462554,2462593,55,+
2468983,2469007,48,-
2471017,2471055,54,+
2471599,2471616,52,+
2480540,2480583,50,+
2486316,2486356,52,-
2500544,2500567,49,+
2501656,2501674,49,+
2501881,2501904,48,+
2504053,2504087,55,+
2504700,2504718,49,+
2508754,2508792,52,+
2509969,2509993,48,-
2511947,2511985,57,-
2513729,2513757,54,+
2515629,2515663,55,-
2516995,2517036,49,+
2518172,2518191,47,+
2518723,2518761,58,+
2524087,2524130,53,-
2528428,2528462,76,-
2530802,2530828,56,+
2559813,2559853,54,+
2563006,2563027,51,+
2565057,2565090,48,-
2572448,2572480,49,-
2576326,2576343,50,-
2579756,2579785,52,-
2582629,2582661,65,-
2587030,2587062,65,-
2590433,2590462,57,-
2592105,2592123,67,-
2592425,2592461,55,-
2592544,2592569,57,-
2592964,2592991,65,-
2604824,2604848,48,-
2608227,2608260,62,+
2610464,2610484,48,+
2617044,2617067,50,+
2617171,2617201,57,+
2622249,2622285,56,-
2627041,2627080,55,-
2633796,2633817,51,-
2637084,2637106,61,+
2637578,2637620,49,-
2638074,2638110,64,+
2639633,2639657,48,+
2641666,2641683,52,+
2642255,2642280,47,+
2646466,2646500,51,+
2647643,2647674,64,+
2647928,2647953,57,-
2647955,2647990,64,+
2652263,2652286,72,-
2664415,2664441,56,-
2664816,2664834,49,-
2686282,2686306,48,+
2688685,2688727,57,+
2697450,2697482,52,-
2710467,2710497,60,+
2712598,2712633,47,-
2713452,2713500,48,-
2718934,2718954,48,-
2719393,2719423,51,-
2727186,2727209,50,-
2738246,2738270,59,-
2744645,2744681,52,-
2750553,2750588,79,+
2753020,2753052,59,-
2754787,2754825,57,-
2755239,2755281,52,-
2756262,2756286,87,-
2760065,2760100,60,-
2778348,2778366,50,-
2782133,2782154,72,-
2783167,2783197,70,+
2783259,2783277,67,+
2787827,2787858,60,-
2791764,2791793,69,-
2796817,2796850,61,-
2802120,2802140,47,+
2802260,2802290,60,-
2805282,2805312,57,-
2807789,2807824,59,-
2808636,2808660,59,+
2809565,2809610,48,-
2809686,2809727,53,-
2809940,2809973,48,+
2813993,2814036,50,+
2816770,2816793,48,-
2817350,2817367,52,-
2817467,2817491,48,-
2821464,2821496,51,-
2823340,2823374,50,-
2832125,2832169,50,-
2836343,2836385,50,-
2865533,2865572,49,-
2879049,2879081,52,-
2892174,2892198,48,-
2894412,2894443,48,+
2905780,2905819,48,-
2905834,2905854,47,-
2907607,2907648,50,-
2908474,2908494,48,+
2910865,2910905,54,+
2911778,2911800,51,+
2914275,2914294,51,-
2916927,2916954,55,-
2921912,2921947,62,+
2923225,2923246,48,+
2925637,2925657,48,-
2941173,2941212,53,-
2951225,2951259,60,-
2952118,2952156,58,-
2968570,2968604,60,-
2970575,2970599,48,-
2974129,2974153,48,+
2974492,2974516,48,-
2981558,2981576,67,-
2996112,2996136,48,-
3015837,3015860,61,-
3017665,3017699,61,-
3019796,3019818,61,-
3025080,3025098,67,-
3027042,3027072,63,-
3029261,3029288,60,-
3032869,3032901,49,-
3036897,3036921,48,-
3038140,3038158,51,-
3038329,3038352,70,-
3038792,3038812,52,-
3042156,3042196,58,-
3042204,3042224,64,-
3046295,3046335,53,-
3049000,3049020,47,+
3049124,3049144,64,+
3049263,3049293,60,-
3063561,3063592,68,+
3067065,3067108,54,-
3068339,3068360,49,-
3068537,3068572,56,+
3073748,3073769,52,-
3075490,3075528,61,-
3076692,3076715,49,+
3078263,3078281,49,-
3097875,3097905,65,-
3098520,3098537,52,+
3099138,3099164,56,-
3109294,3109313,47,-
3119424,3119454,52,-
3119839,3119858,47,-
3135460,3135488,68,-
3144217,3144246,52,-
3168561,3168601,53,+
3188375,3188405,49,-
3188804,3188827,50,-
3189893,3189928,48,-
3191823,3191863,52,-
3199209,3199237,58,-
3203495,3203512,52,+
3204145,3204163,52,-
3207428,3207470,51,-
3208907,3208931,48,-
3215823,3215846,60,+
3215924,3215955,54,-
3228716,3228747,68,-
3230323,3230356,58,+
3230689,3230719,66,+
3233380,3233422,51,-
3235487,3235508,63,+
3242401,3242424,60,-
3242434,3242472,61,-
3251898,3251926,54,-
3252808,3252824,52,-
3255526,3255547,49,-
3263338,3263375,55,-
3274379,3274402,60,-
3276944,3276962,51,+
3278589,3278610,51,+
3278723,3278741,49,+
3280095,3280127,51,-
3280442,3280462,49,+
3288343,3288374,50,-
3289785,3289815,49,-
3297540,3297568,54,-
3301170,3301195,47,-
3303934,3303979,52,-
3306849,3306886,55,+
3312192,3312215,48,-
3324615,3324644,51,-
3343728,3343762,48,-
3349285,3349324,57,-
3352603,3352631,54,-
3353942,3353974,50,-
3355270,3355300,51,-
3368143,3368169,56,-
3376397,3376429,64,-
3378004,3378029,57,+
3385151,3385182,67,-
3401988,3402016,53,-
3403548,3403575,53,-
3418155,3418192,55,-
3418422,3418452,51,+
3420177,3420215,54,-
3424456,3424492,53,-
3426607,3426626,49,+
3432883,3432912,61,-
3446026,3446061,64,-
3446096,3446118,49,-
3452863,3452900,73,+
3459590,3459624,67,+
3460873,3460915,48,-
3462908,3462942,48,-
3463808,3463827,51,-
3464060,3464091,82,-
3465496,3465533,59,-
3468094,3468125,52,+
3470953,3470992,54,-
3494580,3494614,62,-
3497327,3497351,59,-
3505600,3505630,65,-
3505723,3505754,51,+
3507581,3507611,60,+
3509585,3509607,51,-
3531619,3531646,61,-
3532305,3532336,55,-
3533432,3533458,56,-
3540093,3540113,47,-
3551433,3551457,69,-
3554353,3554383,49,-
3557983,3558006,61,+
3567153,3567185,57,+
3571838,3571886,47,+
3576060,3576102,53,+
3577428,3577449,51,+
3581450,3581474,58,-
3582272,3582295,48,-
3584152,3584170,49,+
3585422,3585446,48,-
3590936,3590972,57,-
3592401,3592426,58,+
3593799,3593842,49,-
3597044,3597068,69,-
3598894,3598931,58,+
3601940,3601974,51,+
3604400,3604436,59,+
3605656,3605681,47,-
3612681,3612706,71,-
3617432,3617474,54,-
3633031,3633066,50,-
3634430,3634466,54,+
3650606,3650641,56,-
3656776,3656799,49,-
3659338,3659358,47,-
3660438,3660465,55,-
3661868,3661912,61,+
3663324,3663354,62,+
3672162,3672198,59,-
3675824,3675846,61,-
3677427,3677461,47,+
3678427,3678468,55,-
3683982,3684011,52,-
3686036,3686073,47,+
3722351,3722375,58,-
3733516,3733547,50,-
3741517,3741550,48,-
3742785,3742812,55,-
3745722,3745755,48,+
3746769,3746788,47,-
3748051,3748080,57,-
3748102,3748132,65,-
3750740,3750766,56,+
3751223,3751248,47,-
3760350,3760370,64,-
3761868,3761888,64,+
3762000,3762039,54,-
3763130,3763172,49,-
3765689,3765713,48,-
3766382,3766401,49,+
3770340,3770380,53,-
3771444,3771476,50,-
3777287,3777329,53,-
3778131,3778168,59,-
3781652,3781685,63,-
3786063,3786091,55,+
3786433,3786465,62,-
3787082,3787108,55,+
3788163,3788192,52,+
3802868,3802901,67,+
3803188,3803210,61,-
3806917,3806950,52,-
3820291,3820318,64,+
3826238,3826266,69,-
3829753,3829770,52,+
3830836,3830875,50,-
3831151,3831175,59,-
3832510,3832532,72,-
3832692,3832711,47,+
3839464,3839481,69,-
3839533,3839578,52,-
3841139,3841159,47,+
3845225,3845268,50,-
3851732,3851752,48,-
3852178,3852200,49,-
3853047,3853077,60,+
3853196,3853216,64,-
3853912,3853951,50,-
3854651,3854674,60,-
3855168,3855197,57,+
3860752,3860782,55,-
3861986,3862017,49,-
3868541,3868562,49,+
3870167,3870196,67,-
3870748,3870764,53,-
3875142,3875175,61,-
3876937,3876960,50,-
3878186,3878216,60,+
3882137,3882166,67,+
3884473,3884498,71,+
3886673,3886706,47,-
3890044,3890061,50,-
3892594,3892618,48,-
3894462,3894498,61,-
3896858,3896887,66,-
3896959,3896995,56,-
3903160,3903182,49,-
3904600,3904620,47,+
3905974,3906005,50,-
3907217,3907233,52,+
3920796,3920834,59,-
3928288,3928315,55,-
3929214,3929250,48,-
3937495,3937528,52,-
3952057,3952087,49,-
3971825,3971859,59,+
3972392,3972416,63,-
3973908,3973937,68,-
3976536,3976574,53,+
3980908,3980950,85,-
3983853,3983899,92,-
3991162,3991196,64,-
3999759,3999790,50,-
4001177,4001204,57,-
4003831,4003862,54,-
4018601,4018627,55,+
4023785,4023816,54,+
4028192,4028218,56,-
4030485,4030504,47,-
4036239,4036268,52,-
4048809,4048848,55,-
4048943,4048967,69,-
4057354,4057385,50,-
4066989,4067007,51,-
4068305,4068332,55,-
4072650,4072672,51,-
4076777,4076801,59,-
4079086,4079105,47,-
4079199,4079226,90,-
4079236,4079256,64,+
4079979,4080017,57,-
4084123,4084140,50,+
4091688,4091722,62,-
4093909,4093936,69,-
4101856,4101895,53,-
4102308,4102325,50,-
4102825,4102859,55,-
4115795,4115816,63,-
4116120,4116144,48,+
4116224,4116244,64,-
4117805,4117824,47,-
4118227,4118251,48,+
4123235,4123277,53,-
4132680,4132718,55,-
4134264,4134286,48,-
4137405,4137432,71,-
4145131,4145147,52,-
4147634,4147660,84,-
4150225,4150247,61,-
4156037,4156071,61,+
4162076,4162096,51,-
4163459,4163482,60,+
4187272,4187305,52,+
4190619,4190651,54,-
4191849,4191878,52,-
4198640,4198658,49,-
4204362,4204384,51,-
4228838,4228858,47,+
4235627,4235646,47,-
4240747,4240779,49,-
4250996,4251035,54,-
4263940,4263968,54,-
4264497,4264527,49,-
4268239,4268256,50,-
4273115,4273151,55,-
4274115,4274143,60,-
4279972,4279998,56,+
4280911,4280949,74,-
4291642,4291673,50,-
4303894,4303926,49,-
4309695,4309722,64,-
4310400,4310429,61,-
4310522,4310559,87,-
4313952,4313968,52,-
4330297,4330333,55,+
4336885,4336914,52,-
4339979,4340002,50,+
4343141,4343177,59,-
4350645,4350664,49,-
4365289,4365319,67,+
4367043,4367079,56,-
4368772,4368811,59,-
4390774,4390803,69,-
4393212,4393236,48,-
4395891,4395912,90,-
4395967,4395986,47,+
4404473,4404492,47,-
4404539,4404561,62,-
4407187,4407207,47,-
4411961,4411980,49,+
4416371,4416413,50,-
4417846,4417873,53,-
4418480,4418499,47,-
4423943,4423978,59,-
4433771,4433798,85,-
4434045,4434079,61,+
4434336,4434382,52,+
4437900,4437933,48,+
4444415,4444432,52,-
4461756,4461773,50,+
4462655,4462686,62,-
4472648,4472671,60,+
4476192,4476217,75,-
4482324,4482349,47,-
4486030,4486050,64,+
4508073,4508096,60,-
4513982,4514001,52,-
4523500,4523519,49,-
4531022,4531063,48,-
4538866,4538887,48,-
4546050,4546069,49,-
4546220,4546269,47,+
4551232,4551267,58,-
4559733,4559763,51,-
4564539,4564573,56,-
4564967,4565004,58,+
4566152,4566187,47,-
4570836,4570854,50,-
4578323,4578343,47,-
4583516,4583545,52,-
4583830,4583847,50,-
4588369,4588387,49,-
4606840,4606863,49,+
4613169,4613205,47,+
4616893,4616913,47,-
4625631,4625657,73,+
4648202,4648237,58,-
4648240,4648266,84,-
4648339,4648379,95,-
4649457,4649490,62,-
4651915,4651948,48,-
4657035,4657055,64,-
4661887,4661919,64,-
4664459,4664482,48,-
4665794,4665824,60,-
4679004,4679024,64,-
4679865,4679907,52,+
4683577,4683596,49,-
4688436,4688451,53,-
4688696,4688737,55,-
4712702,4712718,52,-
4712752,4712779,66,-
4712914,4712944,55,-
4716361,4716380,47,+
4721630,4721651,49,-
4722129,4722153,59,-
4725873,4725914,50,+
4734558,4734596,54,+
4735209,4735246,58,+
4739472,4739493,63,-
4740287,4740327,58,+
4742601,4742627,56,+
4743224,4743259,47,-
4743529,4743546,52,-
4747103,4747141,54,+
4751516,4751539,48,-
4754466,4754504,87,-
4755767,4755794,53,-
4755908,4755950,50,-
4760158,4760177,47,+
4772826,4772864,51,-
4783171,4783199,54,+
4785137,4785156,47,+
4787479,4787508,51,+
4787969,4788003,60,-
4797751,4797777,56,+
4805186,4805206,64,+
4805668,4805694,86,-
4810165,4810184,66,-
4811132,4811156,48,-
4813543,4813569,56,-
4813925,4813947,49,+
4814680,4814712,48,-
4816628,4816655,63,-
4818528,4818546,51,-
4820221,4820249,71,-
4820550,4820570,47,+
4827380,4827407,58,+
4827522,4827550,60,-
4838483,4838520,56,-
4844778,4844812,58,-
4869542,4869571,68,+
4874275,4874311,61,-
4882439,4882470,50,-
4890412,4890446,59,+
4891819,4891842,60,-
4897653,4897683,65,+
4899193,4899237,52,-
4914365,4914390,57,-
4919566,4919596,79,+
4932438,4932464,56,-
4937592,4937623,62,-
4987671,4987691,48,+
5024369,5024399,63,-
5028298,5028331,48,-
5030547,5030592,64,-
5036128,5036145,52,-
5038902,5038928,55,-
5049755,5049784,52,-
5052823,5052841,49,-
5073359,5073376,69,-
5075672,5075691,49,-
5090606,5090633,55,-
5097200,5097222,61,+
5101313,5101332,49,-
5102431,5102451,51,-
5102632,5102670,55,+
5113071,5113113,51,-
5115776,5115799,60,-
5117515,5117546,59,+
5136415,5136437,70,+
5138379,5138399,64,-
5138473,5138495,70,+
5142037,5142059,70,-
5142062,5142082,64,+
5148678,5148711,50,+
5149103,5149120,69,-
5149469,5149488,47,-
5174716,5174745,63,-
5176304,5176336,49,+
5187734,5187781,47,-
5197266,5197298,60,-
5201931,5201960,52,+
5207189,5207210,63,-
5221957,5221986,52,-
5230467,5230488,48,-
5242506,5242536,54,-
