# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	21632	22228	-	WP_040016730.1	WP_040016730.1		response regulator transcription factor		45813911	BH714_RS00115	597	198	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	22825	23562	+						45813912	BH714_RS00120	738		old_locus_tag=BH714_00120
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	22825	23562	+	WP_040016731.1	WP_040016731.1		helix-turn-helix domain-containing protein		45813912	BH714_RS00120	738	245	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	23532	24011	+						45813913	BH714_RS00125	480		old_locus_tag=BH714_00125
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	23532	24011	+	WP_140418757.1	WP_140418757.1		hypothetical protein		45813913	BH714_RS00125	480	159	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	24272	25762	+						45813914	BH714_RS00130	1491		old_locus_tag=BH714_00130
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	24272	25762	+	WP_052445464.1	WP_052445464.1		glycosyl hydrolase family 18 protein		45813914	BH714_RS00130	1491	496	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	25826	26353	+						45813915	BH714_RS00135	528		old_locus_tag=BH714_00135
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	25826	26353	+	WP_040016733.1	WP_040016733.1		cytochrome b/b6 domain-containing protein		45813915	BH714_RS00135	528	175	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	26316	27374	-						45813916	BH714_RS00140	1059		old_locus_tag=BH714_00140
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	26316	27374	-	WP_040016734.1	WP_040016734.1		hypothetical protein		45813916	BH714_RS00140	1059	352	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	27680	27898	+						45813917	BH714_RS00145	219		old_locus_tag=BH714_00145
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	27680	27898	+	WP_040016735.1	WP_040016735.1		ANR family transcriptional regulator		45813917	BH714_RS00145	219	72	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	28208	28693	+						70359401	BH714_RS24240	486		
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	28208	28693	+	WP_236918382.1	WP_236918382.1		A24 family peptidase		70359401	BH714_RS24240	486	161	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	28811	30574	-						45813919	BH714_RS00155	1764		old_locus_tag=BH714_00155
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	28811	30574	-	WP_140418756.1	WP_140418756.1		lytic polysaccharide monooxygenase		45813919	BH714_RS00155	1764	587	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	30591	31028	-						45813920	BH714_RS00160	438		old_locus_tag=BH714_00160
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	30591	31028	-	WP_040016737.1	WP_040016737.1		hypothetical protein		45813920	BH714_RS00160	438	145	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	31383	33065	-						45813921	BH714_RS00165	1683		old_locus_tag=BH714_00165
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	31383	33065	-	WP_052445436.1	WP_052445436.1		endonuclease		45813921	BH714_RS00165	1683	560	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	33705	39401	+						45813922	BH714_RS00170	5697		old_locus_tag=BH714_00170
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	33705	39401	+	WP_040016738.1	WP_040016738.1		inverse autotransporter beta-barrel domain-containing protein		45813922	BH714_RS00170	5697	1898	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	39689	39949	+						45813923	BH714_RS00175	261		old_locus_tag=BH714_00175
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	39689	39949	+	WP_040016739.1	WP_040016739.1		hypothetical protein		45813923	BH714_RS00175	261	86	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	39962	40153	-						45813924	BH714_RS00180	192		old_locus_tag=BH714_00180
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	39962	40153	-	WP_040016740.1	WP_040016740.1		hypothetical protein		45813924	BH714_RS00180	192	63	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	40137	40556	-						45813925	BH714_RS00185	420		old_locus_tag=BH714_00185
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	40137	40556	-	WP_040016741.1	WP_040016741.1		hypothetical protein		45813925	BH714_RS00185	420	139	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	40825	41739	+						45813926	BH714_RS00190	915		old_locus_tag=BH714_00190
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	40825	41739	+	WP_140418752.1	WP_140418752.1		hypothetical protein		45813926	BH714_RS00190	915	304	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	41820	43373	-						45813927	BH714_RS00195	1554		old_locus_tag=BH714_00195
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	41820	43373	-	WP_140418751.1	WP_140418751.1		hypothetical protein		45813927	BH714_RS00195	1554	517	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	43501	43992	-						45813928	BH714_RS00200	492		old_locus_tag=BH714_00200
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	43501	43992	-	WP_155397199.1	WP_155397199.1		type II secretion system protein		45813928	BH714_RS00200	492	163	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	43976	44338	-						45813929	BH714_RS00205	363		old_locus_tag=BH714_00205
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	43976	44338	-	WP_080765193.1	WP_080765193.1		prepilin-type N-terminal cleavage/methylation domain-containing protein		45813929	BH714_RS00205	363	120	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	44325	44801	-						45813930	BH714_RS00210	477		old_locus_tag=BH714_00210
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	44325	44801	-	WP_040016745.1	WP_040016745.1		type II secretion system GspH family protein		45813930	BH714_RS00210	477	158	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	44801	46684	-						45813931	BH714_RS00215	1884		old_locus_tag=BH714_00215
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	44801	46684	-	WP_040016746.1	WP_040016746.1		type II secretion system protein GspD		45813931	BH714_RS00215	1884	627	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	46687	47199	-						45813932	BH714_RS00220	513		old_locus_tag=BH714_00220
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	46687	47199	-	WP_040016747.1	WP_040016747.1		hypothetical protein		45813932	BH714_RS00220	513	170	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	47196	47714	-						45813933	BH714_RS00225	519		old_locus_tag=BH714_00225
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	47196	47714	-	WP_040016748.1	WP_040016748.1		hypothetical protein		45813933	BH714_RS00225	519	172	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	47698	48213	-						45813934	BH714_RS00230	516		old_locus_tag=BH714_00230
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	47698	48213	-	WP_040016749.1	WP_040016749.1		hypothetical protein		45813934	BH714_RS00230	516	171	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	48191	48907	-						45813935	BH714_RS00235	717		old_locus_tag=BH714_00235
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	48191	48907	-	WP_040016750.1	WP_040016750.1		hypothetical protein		45813935	BH714_RS00235	717	238	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	48891	50510	-						45813936	BH714_RS00240	1620		old_locus_tag=BH714_00240
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	48891	50510	-	WP_040016751.1	WP_040016751.1		GspE/PulE family protein		45813936	BH714_RS00240	1620	539	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	50510	51679	-						45813937	BH714_RS00245	1170		old_locus_tag=BH714_00245
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	50510	51679	-	WP_040016752.1	WP_040016752.1		type II secretion system F family protein		45813937	BH714_RS00245	1170	389	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	51676	52140	-						45813938	BH714_RS00250	465		old_locus_tag=BH714_00250
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	51676	52140	-	WP_040016753.1	WP_040016753.1		lytic transglycosylase domain-containing protein		45813938	BH714_RS00250	465	154	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	52143	52562	-					gspG	45813939	BH714_RS00255	420		old_locus_tag=BH714_00255
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	52143	52562	-	WP_040016754.1	WP_040016754.1		type II secretion system major pseudopilin GspG	gspG	45813939	BH714_RS00255	420	139	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	52950	54779	+						45813940	BH714_RS00260	1830		old_locus_tag=BH714_00260
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	52950	54779	+	WP_040016756.1	WP_040016756.1		glycosyl hydrolase family 18 protein		45813940	BH714_RS00260	1830	609	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	54827	55198	+						45813941	BH714_RS00265	372		old_locus_tag=BH714_00265
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	54827	55198	+	WP_040016757.1	WP_040016757.1		hypothetical protein		45813941	BH714_RS00265	372	123	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	55538	56257	+						45813942	BH714_RS00270	720		old_locus_tag=BH714_00270
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	55538	56257	+	WP_014168746.1	WP_014168746.1		FadR family transcriptional regulator		45813942	BH714_RS00270	720	239	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	56254	57267	+						45813943	BH714_RS00275	1014		old_locus_tag=BH714_00275
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	56254	57267	+	WP_040016758.1	WP_040016758.1		ABC transporter ATP-binding protein		45813943	BH714_RS00275	1014	337	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	57264	58346	+						45813944	BH714_RS00280	1083		old_locus_tag=BH714_00280
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	57264	58346	+	WP_040016759.1	WP_040016759.1		ATP-binding cassette domain-containing protein		45813944	BH714_RS00280	1083	360	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	58349	59863	+						45813945	BH714_RS00285	1515		old_locus_tag=BH714_00285
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	58349	59863	+	WP_025205116.1	WP_025205116.1		ABC transporter substrate-binding protein		45813945	BH714_RS00285	1515	504	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	59882	60823	+						45813946	BH714_RS00290	942		old_locus_tag=BH714_00290
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	59882	60823	+	WP_020882795.1	WP_020882795.1		ABC transporter permease		45813946	BH714_RS00290	942	313	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	60826	61701	+						45813947	BH714_RS00295	876		old_locus_tag=BH714_00295
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	60826	61701	+	WP_014168751.1	WP_014168751.1		ABC transporter permease		45813947	BH714_RS00295	876	291	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	61711	63312	+						45813948	BH714_RS00300	1602		old_locus_tag=BH714_00300
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	61711	63312	+	WP_020882793.1	WP_020882793.1		gamma-glutamyltransferase family protein		45813948	BH714_RS00300	1602	533	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	63354	64124	-						45813949	BH714_RS00305	771		old_locus_tag=BH714_00305
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	63354	64124	-	WP_014168753.1	WP_014168753.1		amidohydrolase		45813949	BH714_RS00305	771	256	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	64233	66677	-					fadE	45813950	BH714_RS00310	2445		old_locus_tag=BH714_00310
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	64233	66677	-	WP_040016760.1	WP_040016760.1		acyl-CoA dehydrogenase FadE	fadE	45813950	BH714_RS00310	2445	814	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	66917	67495	+					lpcA	45813951	BH714_RS00315	579		old_locus_tag=BH714_00315
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	66917	67495	+	WP_014168755.1	WP_014168755.1		D-sedoheptulose 7-phosphate isomerase	lpcA	45813951	BH714_RS00315	579	192	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	67542	68309	+						45813952	BH714_RS00320	768		old_locus_tag=BH714_00320
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	67542	68309	+	WP_014168756.1	WP_014168756.1		class II glutamine amidotransferase		45813952	BH714_RS00320	768	255	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	68280	69020	-					dpaA	45813953	BH714_RS00325	741		old_locus_tag=BH714_00325
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	68280	69020	-	WP_014168757.1	WP_014168757.1		peptidoglycan meso-diaminopimelic acid protein amidase	dpaA	45813953	BH714_RS00325	741	246	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	69319	70662	+						45813954	BH714_RS00330	1344		old_locus_tag=BH714_00330
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	69319	70662	+	WP_040016761.1	WP_040016761.1		Na(+)-translocating NADH-quinone reductase subunit A		45813954	BH714_RS00330	1344	447	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	70666	71901	+						45813955	BH714_RS00335	1236		old_locus_tag=BH714_00335
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	70666	71901	+	WP_020882790.1	WP_020882790.1		NADH:ubiquinone reductase (Na(+)-transporting) subunit B		45813955	BH714_RS00335	1236	411	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	71894	72688	+						45813956	BH714_RS00340	795		old_locus_tag=BH714_00340
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	71894	72688	+	WP_020882789.1	WP_020882789.1		Na(+)-translocating NADH-quinone reductase subunit C		45813956	BH714_RS00340	795	264	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	72681	73319	+						45813957	BH714_RS00345	639		old_locus_tag=BH714_00345
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	72681	73319	+	WP_025205100.1	WP_025205100.1		NADH:ubiquinone reductase (Na(+)-transporting) subunit D		45813957	BH714_RS00345	639	212	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	73326	73922	+					nqrE	45813958	BH714_RS00350	597		old_locus_tag=BH714_00350
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	73326	73922	+	WP_014168762.1	WP_014168762.1		NADH:ubiquinone reductase (Na(+)-transporting) subunit E	nqrE	45813958	BH714_RS00350	597	198	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	73933	75156	+					nqrF	45813959	BH714_RS00355	1224		old_locus_tag=BH714_00355
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	73933	75156	+	WP_025205098.1	WP_025205098.1		NADH:ubiquinone reductase (Na(+)-transporting) subunit F	nqrF	45813959	BH714_RS00355	1224	407	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	75156	75359	+					nqrM	45813960	BH714_RS00360	204		old_locus_tag=BH714_00360
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	75156	75359	+	WP_020882787.1	WP_020882787.1		(Na+)-NQR maturation NqrM	nqrM	45813960	BH714_RS00360	204	67	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	75461	76519	+					dinB	45813961	BH714_RS00365	1059		old_locus_tag=BH714_00365
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	75461	76519	+	WP_014168765.1	WP_014168765.1		DNA polymerase IV	dinB	45813961	BH714_RS00365	1059	352	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	76574	78031	-					pepD	45813962	BH714_RS00370	1458		old_locus_tag=BH714_00370
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	76574	78031	-	WP_025205094.1	WP_025205094.1		cytosol nonspecific dipeptidase	pepD	45813962	BH714_RS00370	1458	485	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	78292	78750	+					gpt	45813963	BH714_RS00375	459		old_locus_tag=BH714_00375
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	78292	78750	+	WP_010427903.1	WP_010427903.1		xanthine phosphoribosyltransferase	gpt	45813963	BH714_RS00375	459	152	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	78856	80100	+					frsA	45813964	BH714_RS00380	1245		old_locus_tag=BH714_00380
CDS	with_protein	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	78856	80100	+	WP_014168767.1	WP_014168767.1		esterase FrsA	frsA	45813964	BH714_RS00380	1245	414	
gene	protein_coding	GCF_001750725.1	Primary Assembly	chromosome		NZ_CP017279.1	80158	80559	+					crl	45813965	BH714_RS00385	402		old_locus_tag=BH714_00385
